ESTRATO,SEMESTRE,PROMEDIOSEMESTRE,EDAD2,PROGRAMA,GENERO,CIUDADRESIDENCIA,CIUDADNACIMIENTO,target
4.0,8,4.2,22,53212,0,76001.0,76001.0,1
3.0,8,4.0,24,53212,1,76001.0,76054.0,1
1.0,8,4.3,22,53212,0,76001.0,76001.0,1
2.0,8,3.4,22,53212,1,76001.0,76001.0,1
3.0,8,4.2,25,53212,0,76001.0,76001.0,1
4.0,8,4.2,34,53212,1,76001.0,76001.0,1
5.0,8,4.0,23,53212,1,76001.0,76001.0,1
1.0,8,3.3,23,53212,1,17380.0,17380.0,1
2.0,8,3.0,23,53212,1,76377.0,76377.0,1
3.0,8,3.7,27,53212,1,76001.0,76001.0,1
3.0,2,1.8,23,53212,1,76001.0,76001.0,1
3.0,2,2.7,24,53212,0,76001.0,76001.0,1
4.0,1,2.9,22,53212,1,76001.0,68001.0,1
1.0,8,4.2,23,53212,0,76250.0,76250.0,1
3.0,8,4.9,24,53212,1,76001.0,76001.0,1
3.0,8,4.1,22,53212,1,76001.0,76001.0,1
3.0,8,3.6,27,53212,1,76001.0,76001.0,1
2.0,1,4.7,23,53212,1,76001.0,76001.0,1
5.0,8,3.6,27,53212,1,76001.0,76001.0,1
3.0,8,4.2,22,53212,1,76001.0,76001.0,1
3.0,1,2.7,24,53212,1,76001.0,76001.0,1
2.0,8,4.2,20,53212,1,76001.0,76001.0,1
3.0,8,3.9,24,53212,1,76001.0,76001.0,1
3.0,8,4.5,24,53212,0,76001.0,76001.0,1
2.0,7,3.4,25,53212,1,73001.0,73001.0,0
2.0,3,3.4,25,53212,1,76892.0,76869.0,1
4.0,8,4.0,27,53212,1,76001.0,76001.0,1
2.0,8,3.7,25,53212,1,76318.0,76318.0,1
3.0,8,3.8,30,53212,1,76001.0,76001.0,1
3.0,8,3.1,22,53212,1,76001.0,76001.0,1
2.0,1,0.2,28,53212,1,76001.0,76001.0,0
2.0,8,3.3,22,53212,1,76001.0,76001.0,1
2.0,8,3.1,25,53212,1,76520.0,76520.0,1
3.0,3,4.4,23,53212,1,76001.0,76001.0,1
3.0,8,3.8,21,53212,1,76001.0,52835.0,1
2.0,8,4.7,29,53212,1,76364.0,76001.0,1
3.0,8,4.2,23,53212,0,76001.0,76001.0,1
2.0,8,4.2,24,53212,1,76001.0,76563.0,1
3.0,8,4.1,23,53212,0,76001.0,76001.0,1
3.0,8,4.0,22,53212,1,76001.0,76001.0,1
3.0,8,3.1,30,53212,1,76001.0,76001.0,1
3.0,8,4.4,21,53212,0,76001.0,76001.0,1
2.0,2,3.0,31,53212,1,76001.0,76001.0,0
3.0,8,4.1,30,53212,0,76001.0,76001.0,1
4.0,8,3.9,27,53212,1,76001.0,76001.0,1
1.0,8,4.4,20,53212,0,76001.0,52835.0,1
1.0,8,4.3,25,53212,1,76001.0,76001.0,1
2.0,8,4.4,26,53212,1,76520.0,76520.0,1
1.0,1,0.5,25,53212,1,76001.0,76001.0,1
2.0,7,3.1,35,53212,1,76248.0,76248.0,1
3.0,2,3.4,26,53212,1,76001.0,76001.0,0
4.0,8,3.7,27,53212,1,76001.0,76400.0,1
2.0,7,2.7,25,53212,1,76001.0,76001.0,1
2.0,8,4.0,27,53212,0,76109.0,76001.0,1
1.0,8,4.2,31,53212,1,19698.0,19698.0,1
1.0,2,4.6,25,53212,1,76001.0,76001.0,1
1.0,2,3.7,25,53212,1,76001.0,19845.0,1
3.0,7,3.2,22,53212,1,76001.0,76001.0,1
3.0,7,3.6,23,53212,1,76001.0,76109.0,1
3.0,7,4.4,26,53212,1,76001.0,76001.0,1
2.0,7,4.4,27,53212,1,76001.0,76001.0,1
3.0,2,2.0,24,53212,1,76001.0,18001.0,1
1.0,7,3.9,28,53212,1,76364.0,19130.0,1
1.0,8,4.4,23,53212,0,76001.0,76109.0,1
3.0,8,4.4,21,53212,1,76001.0,76001.0,1
3.0,8,3.7,22,53212,1,76364.0,19001.0,1
3.0,8,4.7,20,53212,1,76001.0,76001.0,1
2.0,7,3.3,26,53212,1,76001.0,52250.0,0
3.0,8,4.0,28,53212,1,76109.0,76109.0,1
2.0,8,4.2,23,53212,1,76001.0,76001.0,1
2.0,8,4.5,23,53212,0,76001.0,76001.0,1
3.0,8,4.3,22,53212,1,76001.0,76001.0,1
1.0,4,2.5,28,53212,1,76001.0,76001.0,1
6.0,8,4.5,20,53212,0,76001.0,76001.0,1
3.0,8,3.9,25,53212,1,76001.0,76001.0,1
2.0,8,4.0,21,53212,1,19698.0,19698.0,1
3.0,8,4.3,28,53212,0,76001.0,76130.0,1
4.0,8,4.2,20,53212,1,76001.0,76001.0,1
1.0,8,3.6,27,53212,1,76001.0,76001.0,1
2.0,8,4.0,22,53212,1,76001.0,76001.0,1
2.0,7,3.4,24,53212,1,76892.0,76892.0,1
3.0,8,4.4,29,53212,1,76001.0,76001.0,1
4.0,6,2.0,25,53212,1,76001.0,76001.0,1
4.0,8,3.9,22,53212,1,76001.0,76001.0,1
3.0,6,4.0,22,53212,1,76001.0,76001.0,1
2.0,8,0.0,27,53212,1,76001.0,76001.0,1
3.0,2,2.9,25,53212,1,76001.0,76001.0,1
2.0,8,4.4,22,53212,0,76892.0,76001.0,1
1.0,8,4.2,27,53212,1,19110.0,19110.0,1
6.0,8,4.3,25,53212,1,76001.0,76001.0,1
1.0,4,1.2,23,53212,1,19698.0,19760.0,1
2.0,8,4.6,22,53212,1,76001.0,76001.0,1
2.0,7,3.7,22,53212,1,76001.0,76001.0,0
2.0,8,4.5,26,53212,1,76001.0,19001.0,1
5.0,2,3.9,24,53212,1,76001.0,76001.0,0
3.0,8,4.5,22,53212,1,76001.0,76001.0,1
2.0,8,3.9,25,53212,1,19698.0,19698.0,1
2.0,4,2.4,27,53212,1,76001.0,19318.0,1
3.0,8,4.6,40,53212,1,76001.0,11001.0,1
3.0,1,3.3,23,53212,1,76001.0,76001.0,1
3.0,2,2.5,27,53212,1,76001.0,76001.0,1
2.0,8,3.7,21,53212,1,76001.0,76001.0,1
3.0,8,4.3,36,53212,1,76001.0,76001.0,1
3.0,8,4.1,26,53212,1,76001.0,76001.0,1
2.0,8,4.4,27,53212,1,52687.0,52687.0,1
3.0,8,4.1,21,53212,1,76001.0,76001.0,1
2.0,8,4.4,22,53212,1,76233.0,76001.0,1
1.0,8,3.9,22,53212,1,76001.0,76001.0,1
2.0,6,2.5,28,53212,1,19212.0,19212.0,1
2.0,8,4.2,24,53212,1,76001.0,76001.0,1
3.0,6,3.4,25,53212,0,76001.0,76001.0,1
3.0,5,3.2,23,53212,1,76001.0,76147.0,0
3.0,8,4.1,24,53212,1,76001.0,76001.0,1
2.0,8,4.2,24,53212,0,76001.0,76001.0,1
4.0,8,4.2,24,53212,1,76001.0,76001.0,1
1.0,8,4.6,22,53212,0,52001.0,52001.0,1
3.0,8,4.8,32,53212,1,76001.0,76001.0,1
3.0,6,3.5,30,53212,1,76892.0,76001.0,1
4.0,8,3.1,23,53212,1,76520.0,76520.0,0
2.0,8,3.7,24,53212,1,76890.0,5154.0,1
3.0,8,4.0,23,53212,1,76001.0,76001.0,1
3.0,2,1.1,24,53212,1,76001.0,76001.0,1
3.0,8,4.6,33,53212,1,76001.0,76001.0,1
2.0,2,3.0,23,53212,1,19845.0,19845.0,0
3.0,8,4.4,25,53212,1,76001.0,41001.0,1
3.0,8,4.1,31,53212,1,76001.0,76001.0,1
2.0,8,4.1,22,53212,1,76364.0,76364.0,1
3.0,1,0.6,26,53212,1,76001.0,76001.0,1
1.0,8,4.0,23,53212,1,76001.0,76001.0,1
3.0,8,4.5,24,53212,1,76001.0,76001.0,1
3.0,8,3.2,24,53212,1,76001.0,76001.0,1
2.0,8,3.6,26,53212,1,76001.0,76001.0,1
3.0,8,3.9,22,53212,1,76563.0,76563.0,1
3.0,3,4.5,26,53212,1,76520.0,76520.0,1
1.0,6,0.4,22,53212,0,76001.0,76001.0,1
2.0,6,2.8,21,53212,1,19698.0,19698.0,1
3.0,8,3.5,22,53212,1,76001.0,11001.0,1
2.0,2,2.9,27,53212,1,19513.0,19513.0,1
5.0,5,2.5,28,53212,1,76001.0,52079.0,1
5.0,8,4.1,32,53212,1,76001.0,5001.0,1
2.0,8,4.2,21,53212,1,76892.0,76001.0,1
2.0,8,4.3,22,53212,1,76892.0,76122.0,1
1.0,6,2.1,22,53212,1,15401.0,76403.0,1
1.0,6,2.1,22,53212,1,76403.0,76403.0,1
1.0,6,2.1,22,53212,1,91430.0,76403.0,1
1.0,3,3.9,26,53212,1,76001.0,76001.0,1
3.0,8,4.2,21,53212,1,76001.0,76001.0,1
2.0,7,3.9,32,53212,1,76001.0,17001.0,1
3.0,8,3.3,21,53212,1,76001.0,76001.0,1
1.0,7,3.5,23,53212,1,19212.0,76001.0,1
2.0,8,4.4,20,53212,1,76248.0,76520.0,1
1.0,8,4.2,24,53212,1,76001.0,76001.0,1
2.0,8,4.1,22,53212,1,76563.0,76563.0,1
2.0,8,4.5,22,53212,0,76001.0,76001.0,1
2.0,8,4.4,22,53212,0,76001.0,76001.0,1
3.0,8,3.8,23,53212,1,76001.0,11001.0,1
2.0,8,3.0,22,53212,1,76001.0,76001.0,1
1.0,6,3.0,32,53212,1,76001.0,76001.0,1
2.0,8,4.3,26,53212,1,76520.0,52585.0,1
2.0,8,4.5,22,53212,0,76892.0,76892.0,1
3.0,8,4.3,25,53212,1,76001.0,76606.0,1
6.0,6,4.2,29,53212,1,76001.0,76001.0,1
3.0,2,4.5,24,53212,1,19698.0,5001.0,1
3.0,8,3.7,23,53212,1,76001.0,76001.0,1
2.0,8,4.6,20,53212,1,76001.0,76001.0,1
4.0,8,4.0,21,53212,1,76001.0,76001.0,1
2.0,1,2.5,23,53212,1,76001.0,5045.0,1
2.0,8,4.5,23,53212,1,76001.0,76001.0,1
2.0,8,4.2,21,53212,0,76001.0,76001.0,1
1.0,8,3.0,25,53212,1,19698.0,19698.0,1
2.0,8,4.9,25,53212,1,76001.0,76001.0,1
3.0,8,4.5,25,53212,0,76001.0,76001.0,1
3.0,8,4.6,36,53212,1,76001.0,76001.0,1
5.0,8,4.7,27,53212,1,76834.0,76834.0,1
5.0,8,4.6,24,53212,1,76001.0,52835.0,1
1.0,8,4.3,23,53212,0,76001.0,76001.0,1
3.0,8,4.5,23,53212,1,76001.0,76001.0,1
2.0,2,2.1,24,53212,0,76364.0,76001.0,1
2.0,6,3.1,23,53212,1,19698.0,19698.0,1
1.0,8,3.8,26,53212,1,19698.0,50001.0,1
1.0,8,3.1,23,53212,1,76001.0,76001.0,1
1.0,8,4.0,24,53212,1,76001.0,76001.0,1
2.0,3,3.6,21,53212,1,76520.0,76520.0,1
3.0,8,4.5,37,53212,1,76001.0,76001.0,1
3.0,2,1.1,21,53212,0,76001.0,76001.0,1
2.0,8,4.1,23,53212,1,76001.0,76001.0,1
3.0,7,3.5,22,53212,1,76563.0,76563.0,1
2.0,6,4.1,23,53212,1,76001.0,76001.0,1
3.0,8,4.1,22,53212,0,76001.0,44001.0,1
2.0,8,4.2,25,53212,0,76001.0,52079.0,1
2.0,8,3.1,21,53212,1,76001.0,76001.0,1
2.0,8,4.2,22,53212,1,19212.0,19212.0,1
3.0,5,3.2,25,53212,1,76364.0,19573.0,0
3.0,4,3.4,22,53212,1,76001.0,76001.0,0
4.0,8,4.0,26,53212,1,76001.0,76001.0,1
4.0,8,4.1,23,53212,1,76001.0,76001.0,1
4.0,8,3.8,22,53212,1,76001.0,76001.0,1
3.0,8,3.9,23,53212,1,76001.0,19809.0,1
4.0,8,4.2,21,53212,1,76001.0,19001.0,1
5.0,8,4.3,24,53212,1,76001.0,76001.0,1
3.0,1,3.3,27,53212,1,76001.0,76403.0,1
2.0,8,3.9,22,53212,1,19821.0,19698.0,1
2.0,1,2.4,21,53212,0,19698.0,19698.0,1
3.0,8,4.2,24,53212,1,76243.0,76243.0,1
2.0,3,2.9,26,53212,0,76001.0,76001.0,1
3.0,1,2.9,23,53212,1,76001.0,76001.0,1
2.0,1,1.6,21,53212,1,76001.0,76001.0,1
1.0,7,3.8,22,53212,0,19142.0,19142.0,1
5.0,2,0.6,22,53212,1,76001.0,76001.0,1
2.0,8,4.7,28,53212,1,76001.0,76001.0,1
2.0,8,4.7,20,53212,1,19698.0,76001.0,1
4.0,8,4.4,26,53212,1,76001.0,76001.0,1
2.0,8,4.0,23,53212,1,76001.0,76001.0,1
5.0,8,4.5,21,53212,1,76001.0,76001.0,1
2.0,8,3.6,24,53212,0,76001.0,76001.0,1
1.0,6,4.4,26,53212,1,76892.0,76001.0,1
3.0,5,0.7,23,53212,1,19698.0,19698.0,0
2.0,8,3.6,25,53212,1,76001.0,76001.0,1
3.0,8,4.4,21,53212,1,8141.0,5001.0,1
3.0,8,4.4,21,53212,1,76130.0,5001.0,1
2.0,8,4.3,20,53212,1,76520.0,76001.0,1
2.0,8,4.3,24,53212,1,76001.0,76001.0,1
2.0,8,4.3,22,53212,1,76001.0,76001.0,1
2.0,8,3.0,23,53212,1,19001.0,19001.0,1
2.0,8,4.2,25,53212,1,76001.0,76250.0,1
3.0,8,4.1,25,53212,1,76001.0,76001.0,1
3.0,8,4.6,24,53212,1,76001.0,76001.0,1
4.0,5,3.0,20,53212,1,76001.0,76001.0,1
3.0,8,4.6,22,53212,1,76001.0,76001.0,1
4.0,8,4.2,26,53212,1,76001.0,76001.0,1
2.0,8,4.6,24,53212,1,76001.0,76109.0,1
5.0,8,4.1,25,53212,1,76001.0,76001.0,1
3.0,8,3.9,27,53212,1,76001.0,76001.0,1
2.0,8,4.2,22,53212,1,19698.0,19698.0,1
3.0,8,4.4,22,53212,1,76001.0,76001.0,1
3.0,8,3.3,24,53212,1,76001.0,76001.0,1
2.0,8,4.5,23,53212,1,76318.0,76318.0,1
5.0,6,3.2,21,53212,1,76001.0,76001.0,0
3.0,8,3.9,21,53212,1,76001.0,76001.0,0
3.0,2,3.3,22,53212,1,76001.0,76001.0,0
2.0,8,4.4,22,53212,1,19698.0,19698.0,1
2.0,8,4.6,24,53212,1,76001.0,76001.0,1
3.0,7,3.7,20,53212,0,76001.0,76001.0,0
3.0,8,3.9,20,53212,1,76364.0,76364.0,1
3.0,8,4.4,21,53212,1,76001.0,76895.0,1
1.0,8,4.3,32,53212,1,76001.0,11001.0,1
2.0,8,4.5,20,53212,1,76001.0,76001.0,1
4.0,8,4.4,22,53212,1,76001.0,76001.0,1
2.0,8,3.7,22,53212,1,76001.0,76001.0,1
2.0,1,1.8,21,53212,1,76001.0,63401.0,0
2.0,8,4.9,23,53212,1,76001.0,76001.0,1
3.0,1,2.6,28,53212,1,76001.0,11001.0,1
1.0,8,4.4,21,53212,1,19142.0,19142.0,1
3.0,4,3.8,24,53212,0,76001.0,76001.0,1
3.0,8,4.1,27,53212,1,76001.0,76001.0,1
5.0,8,4.5,29,53212,1,76001.0,76736.0,1
2.0,6,1.6,23,53212,1,76001.0,11001.0,1
3.0,8,3.8,23,53212,1,76001.0,19075.0,1
3.0,8,4.0,25,53212,0,76001.0,76001.0,1
5.0,8,3.1,23,53212,0,76001.0,76001.0,1
2.0,8,4.5,21,53212,0,19698.0,76001.0,1
2.0,8,4.2,22,53212,0,76001.0,76001.0,1
1.0,8,4.5,21,53212,0,19821.0,19821.0,1
2.0,2,2.8,25,53212,1,76364.0,76001.0,1
2.0,8,4.2,26,53212,0,76001.0,76001.0,1
3.0,2,4.4,21,53212,1,76892.0,76001.0,1
2.0,8,4.3,26,53212,1,76001.0,76001.0,1
2.0,2,0.7,24,53212,1,76001.0,76377.0,1
1.0,8,3.8,21,53212,1,15401.0,76400.0,1
1.0,8,3.8,21,53212,1,76403.0,76400.0,1
1.0,8,3.8,21,53212,1,91430.0,76400.0,1
3.0,8,4.6,21,53212,1,76834.0,76834.0,1
3.0,8,4.0,29,53212,1,76001.0,11001.0,1
1.0,8,4.3,22,53212,1,19698.0,19698.0,1
2.0,7,4.4,21,53212,1,76318.0,76001.0,1
3.0,8,3.9,22,53212,0,76001.0,76001.0,1
2.0,8,3.9,22,53212,1,76248.0,76248.0,1
1.0,8,4.1,20,53212,1,76834.0,76834.0,1
2.0,2,4.7,22,53212,1,76892.0,76892.0,1
2.0,8,4.6,26,53212,1,76275.0,76275.0,1
3.0,7,2.0,26,53212,0,76001.0,76001.0,1
1.0,8,3.9,24,53212,1,19137.0,19698.0,1
1.0,8,4.3,26,53212,0,76001.0,27245.0,1
3.0,8,4.4,27,53212,1,76001.0,76001.0,1
1.0,8,4.4,30,53212,1,76364.0,76364.0,1
4.0,8,3.8,24,53212,1,76001.0,76001.0,1
2.0,8,4.3,26,53212,1,76001.0,17174.0,1
1.0,8,3.9,25,53212,1,19110.0,19110.0,1
3.0,8,4.6,23,53212,1,76001.0,76001.0,1
3.0,8,3.5,27,53212,1,76001.0,76001.0,1
2.0,8,4.2,22,53212,1,52356.0,52356.0,1
4.0,6,1.2,21,53212,1,76001.0,76001.0,1
4.0,8,4.6,28,53212,0,76001.0,76001.0,1
5.0,1,2.6,29,53212,1,76001.0,76001.0,1
3.0,3,3.9,22,53212,1,76001.0,76001.0,1
2.0,8,4.2,25,53212,1,76892.0,76892.0,1
4.0,8,4.0,29,53212,1,76001.0,76111.0,1
5.0,8,3.8,22,53212,1,76001.0,76001.0,1
5.0,8,3.9,22,53212,1,76001.0,76001.0,1
1.0,1,1.4,21,53212,1,15401.0,76403.0,1
1.0,1,1.4,21,53212,1,76403.0,76403.0,1
1.0,1,1.4,21,53212,1,91430.0,76403.0,1
2.0,8,3.5,26,53212,1,76001.0,76001.0,1
2.0,8,3.8,27,53212,1,8141.0,76130.0,1
2.0,8,3.8,27,53212,1,76130.0,76130.0,1
1.0,8,4.0,22,53212,1,8141.0,76001.0,1
1.0,8,4.0,22,53212,1,76130.0,76001.0,1
2.0,8,4.9,39,53212,1,76001.0,76001.0,1
1.0,8,4.2,23,53212,1,19142.0,19142.0,1
3.0,8,4.6,31,53212,1,76892.0,76892.0,1
3.0,8,4.3,40,53212,1,76001.0,76001.0,1
3.0,8,4.0,25,53212,1,76001.0,76001.0,1
3.0,8,3.6,26,53212,1,76001.0,76001.0,1
1.0,8,4.1,23,53212,1,8141.0,76130.0,1
1.0,8,4.1,23,53212,1,76130.0,76130.0,1
2.0,8,4.4,23,53212,0,76001.0,76001.0,1
1.0,8,4.6,23,53212,1,76001.0,52835.0,1
2.0,8,4.5,36,53212,0,76001.0,52490.0,1
3.0,8,4.0,29,53212,0,76001.0,76001.0,1
2.0,8,4.6,46,53212,0,76001.0,76001.0,1
1.0,8,4.5,26,53212,0,76001.0,76001.0,0
1.0,8,4.6,20,53212,0,19698.0,19698.0,1
1.0,3,4.0,23,53212,1,19698.0,19698.0,1
2.0,6,4.2,39,53212,0,19001.0,76109.0,1
2.0,4,2.0,42,53212,1,76001.0,76109.0,1
1.0,3,2.5,22,53212,1,76001.0,76001.0,1
2.0,8,4.6,34,53212,1,76001.0,76001.0,1
2.0,8,3.3,22,53212,0,76001.0,76001.0,1
4.0,8,4.4,33,53212,1,76364.0,76001.0,1
1.0,6,3.1,28,53212,0,76001.0,17042.0,1
1.0,7,4.5,23,53212,1,8141.0,76130.0,1
1.0,7,4.5,23,53212,1,76130.0,76130.0,1
5.0,8,4.6,22,53212,1,76001.0,76001.0,1
1.0,8,4.5,22,53212,0,19300.0,19142.0,1
2.0,2,3.9,21,53212,1,76001.0,76001.0,0
3.0,8,4.4,24,53212,0,76001.0,76001.0,1
2.0,8,4.7,23,53212,1,76520.0,76520.0,1
2.0,8,4.7,25,53212,1,76001.0,76001.0,1
3.0,3,3.5,32,53212,1,76364.0,76001.0,1
3.0,8,3.1,23,53212,1,76001.0,76001.0,1
3.0,8,4.5,20,53212,1,76001.0,76001.0,1
2.0,8,4.7,26,53212,1,76001.0,76001.0,1
5.0,7,0.9,24,53212,1,76001.0,76001.0,1
2.0,8,4.3,26,53212,1,19698.0,19698.0,1
3.0,8,4.5,22,53212,0,73001.0,73001.0,1
3.0,8,4.4,22,53212,0,76001.0,76001.0,1
4.0,8,4.6,26,53212,1,76001.0,76001.0,1
1.0,8,4.5,26,53212,1,76001.0,76001.0,1
3.0,7,3.4,23,53212,1,76001.0,76001.0,1
3.0,1,2.3,25,53212,1,76364.0,76001.0,0
2.0,8,4.6,21,53212,0,76001.0,76001.0,1
1.0,6,2.7,30,53212,1,76001.0,76001.0,1
2.0,8,4.3,24,53212,0,76001.0,76109.0,1
2.0,7,1.4,27,53212,1,76364.0,76001.0,1
1.0,6,1.3,35,53212,1,76892.0,76892.0,1
2.0,8,4.7,24,53212,0,76001.0,76001.0,1
1.0,8,3.8,22,53212,0,76001.0,68307.0,1
3.0,8,4.1,24,53212,0,76275.0,76275.0,1
1.0,8,4.2,24,53212,1,76001.0,52835.0,1
2.0,8,4.0,25,53212,0,76318.0,76001.0,1
3.0,2,3.7,22,53212,0,76001.0,76001.0,0
4.0,3,2.8,23,53212,1,76001.0,76001.0,1
3.0,8,4.0,22,53212,1,76001.0,52678.0,1
1.0,4,3.8,21,53212,1,19698.0,19698.0,1
4.0,3,3.3,23,53212,1,76834.0,76834.0,1
2.0,8,4.3,25,53212,0,76001.0,76001.0,1
1.0,1,3.6,24,53212,1,76001.0,52786.0,1
2.0,8,4.5,21,53212,1,76364.0,76364.0,1
3.0,8,3.8,22,53212,1,76364.0,76364.0,1
1.0,8,4.2,21,53212,1,76520.0,76520.0,1
3.0,8,3.1,25,53212,1,76001.0,76001.0,1
2.0,8,3.8,28,53212,1,76364.0,76364.0,1
5.0,8,4.7,25,53212,1,76001.0,76001.0,1
2.0,5,1.3,21,53212,1,76001.0,76001.0,1
3.0,1,1.7,23,53212,1,76001.0,76001.0,0
1.0,8,3.1,25,53212,1,76001.0,76109.0,1
1.0,2,0.7,19,53212,1,76001.0,76001.0,1
2.0,4,3.5,30,53212,1,19001.0,19001.0,1
2.0,8,4.4,22,53212,1,76520.0,76520.0,1
2.0,4,3.0,25,53212,1,76001.0,76001.0,0
2.0,2,2.6,23,53212,1,5400.0,76400.0,1
2.0,2,2.6,23,53212,1,52399.0,76400.0,1
2.0,2,2.6,23,53212,1,70400.0,76400.0,1
2.0,2,2.6,23,53212,1,76400.0,76400.0,1
3.0,8,3.9,28,53212,1,76001.0,11001.0,1
3.0,8,3.5,23,53212,1,76001.0,76001.0,1
3.0,8,4.6,25,53212,1,76001.0,76001.0,1
2.0,8,4.4,30,53212,1,76306.0,76306.0,1
3.0,8,4.6,34,53212,1,76001.0,76001.0,1
2.0,8,4.0,22,53212,1,76001.0,52001.0,1
4.0,8,4.3,22,53212,1,76001.0,54001.0,1
2.0,8,4.2,25,53212,1,76001.0,76001.0,1
3.0,1,2.3,25,53212,1,76520.0,76834.0,0
3.0,8,4.5,25,53212,1,76520.0,76520.0,1
3.0,8,4.6,21,53212,1,76001.0,76001.0,1
4.0,8,4.4,22,53212,1,76520.0,76520.0,1
3.0,8,4.7,21,53212,1,8141.0,76001.0,1
3.0,8,4.7,21,53212,1,76130.0,76001.0,1
2.0,8,4.2,22,53212,1,19455.0,19455.0,1
3.0,8,3.0,22,53212,1,76001.0,76001.0,1
3.0,8,4.3,21,53212,1,76001.0,76001.0,1
4.0,8,3.0,23,53212,1,76001.0,76001.0,1
2.0,8,4.3,20,53212,1,76001.0,76001.0,1
2.0,8,4.6,22,53212,1,76563.0,76563.0,1
2.0,8,4.2,27,53212,1,76834.0,52427.0,1
1.0,8,4.0,29,53212,1,52320.0,52320.0,1
2.0,8,3.8,25,53212,1,19698.0,19698.0,1
3.0,6,5.0,24,53212,1,76001.0,76001.0,1
2.0,5,2.5,21,53212,1,19212.0,19212.0,1
2.0,6,3.0,27,53212,1,76001.0,76001.0,1
1.0,8,4.1,26,53212,1,19698.0,19698.0,1
3.0,2,0.1,26,53212,1,76001.0,76001.0,1
3.0,2,4.6,23,53212,1,76001.0,76001.0,1
1.0,6,3.7,38,53212,1,76001.0,86001.0,1
1.0,8,4.1,27,53212,1,76364.0,76364.0,1
2.0,8,4.5,31,53212,1,76001.0,76001.0,1
1.0,8,4.4,21,53212,1,76001.0,76001.0,1
2.0,8,4.4,23,53212,1,76001.0,76001.0,1
1.0,8,3.8,24,53212,1,76001.0,76001.0,1
3.0,6,1.7,20,53212,1,76001.0,76001.0,1
3.0,8,3.1,22,53212,1,76890.0,76890.0,1
2.0,8,3.9,23,53212,1,76001.0,76001.0,1
3.0,2,1.4,21,53212,1,76001.0,76001.0,1
2.0,8,4.0,26,53212,1,76520.0,76520.0,1
3.0,8,4.6,26,53212,1,76001.0,76001.0,1
1.0,8,4.6,25,53212,1,76001.0,52693.0,1
4.0,8,3.9,26,53212,1,76001.0,76001.0,1
3.0,8,4.2,21,53212,1,76001.0,76109.0,1
3.0,8,4.3,25,53212,1,76001.0,76001.0,1
2.0,8,4.3,27,53212,1,76001.0,76001.0,1
2.0,4,1.3,21,53212,0,76001.0,11001.0,1
3.0,8,4.6,20,53212,0,76520.0,76520.0,1
3.0,8,4.3,33,53212,1,76001.0,76001.0,1
2.0,8,3.9,21,53212,1,76001.0,19809.0,1
2.0,8,4.0,23,53212,1,76834.0,19418.0,1
1.0,8,4.1,38,53212,0,76001.0,76001.0,1
2.0,8,3.9,22,53212,1,76001.0,76001.0,1
3.0,1,1.5,20,53212,1,76520.0,76520.0,1
1.0,4,2.3,23,53212,1,19698.0,19698.0,1
3.0,7,4.3,21,53212,1,76520.0,76520.0,1
1.0,2,1.5,22,53212,1,76364.0,76364.0,1
2.0,2,2.6,20,53212,1,76364.0,76001.0,1
2.0,7,3.5,24,53212,1,76622.0,76622.0,1
1.0,2,3.6,25,53212,0,19142.0,19142.0,1
3.0,2,2.3,27,53212,1,76364.0,76364.0,0
2.0,7,1.4,21,53212,1,91001.0,91001.0,1
2.0,8,3.3,25,53212,1,76001.0,76622.0,1
2.0,7,1.7,24,53212,1,76001.0,76001.0,1
3.0,8,4.4,25,53212,1,76001.0,19001.0,1
2.0,8,4.7,22,53212,0,76520.0,76520.0,1
4.0,7,4.0,25,53212,1,76001.0,76001.0,1
1.0,4,1.6,23,53212,1,25649.0,52685.0,1
1.0,4,1.6,23,53212,1,52685.0,52685.0,1
1.0,8,4.2,24,53212,0,76001.0,76001.0,1
4.0,8,4.3,24,53212,1,76001.0,76001.0,1
5.0,8,3.4,27,53212,0,76001.0,76001.0,1
3.0,5,0.6,40,53212,1,76001.0,76001.0,1
4.0,8,4.1,22,53212,1,76001.0,76001.0,1
5.0,2,0.8,30,53212,1,76001.0,76001.0,1
3.0,8,4.5,21,53212,1,76001.0,76001.0,1
1.0,8,4.3,23,53212,1,54680.0,86760.0,1
1.0,8,4.3,23,53212,1,86760.0,86760.0,1
2.0,5,2.9,19,53212,1,76001.0,76001.0,1
2.0,7,0.0,24,53212,1,76001.0,76001.0,0
2.0,1,2.6,24,53212,1,76001.0,76001.0,0
3.0,8,4.6,20,53212,0,76001.0,73268.0,1
1.0,8,4.3,26,53212,1,76001.0,76233.0,1
2.0,8,4.2,26,53212,0,76892.0,76001.0,1
3.0,8,4.3,28,53212,1,76001.0,76001.0,1
3.0,7,3.3,24,53212,1,76001.0,76109.0,1
4.0,2,1.2,22,53212,1,76001.0,76001.0,1
2.0,8,4.4,22,53212,1,76364.0,76364.0,1
1.0,1,0.3,28,53212,1,76001.0,76001.0,1
2.0,8,4.2,22,53212,1,19100.0,76100.0,1
2.0,8,4.2,22,53212,1,68101.0,76100.0,1
2.0,8,4.2,22,53212,1,76100.0,76100.0,1
3.0,8,4.1,23,53212,1,76001.0,76001.0,1
2.0,8,4.4,25,53212,1,76248.0,76248.0,1
1.0,1,2.8,31,53212,1,76001.0,76001.0,1
3.0,8,4.5,28,53212,0,76001.0,76736.0,1
