ESTRATO,SEMESTRE,PROMEDIOSEMESTRE,EDAD2,PROGRAMA,GENERO,CIUDADRESIDENCIA,CIUDADNACIMIENTO,target
5.0,5,1.2,25,1,1,125,47,1
4.0,8,4.2,22,1,0,23,47,1
3.0,8,4.0,24,1,1,23,21,1
1.0,8,4.3,22,1,0,23,47,1
2.0,8,3.4,22,1,1,23,47,1
3.0,8,4.2,25,1,0,23,47,1
4.0,8,4.2,34,1,1,23,47,1
5.0,8,4.0,23,1,1,23,47,1
1.0,8,3.3,23,1,1,73,131,1
2.0,8,3.0,23,1,1,72,130,1
3.0,8,3.7,27,1,1,23,47,1
3.0,2,1.8,23,1,1,23,47,1
3.0,2,2.7,24,1,0,23,47,1
4.0,1,2.9,22,1,1,23,36,1
1.0,8,4.2,23,1,0,48,86,1
3.0,8,4.9,24,1,1,23,47,1
3.0,8,4.1,22,1,1,23,47,1
3.0,8,3.6,27,1,1,23,47,1
2.0,1,4.7,23,1,1,23,47,1
5.0,8,3.6,27,1,1,23,47,1
3.0,8,4.2,22,1,1,23,47,1
3.0,1,2.7,24,1,1,23,47,1
2.0,8,4.2,20,1,1,23,47,1
3.0,8,3.9,24,1,1,23,47,1
3.0,8,4.5,24,1,0,23,47,1
2.0,7,3.4,25,1,1,63,119,0
2.0,3,3.4,25,1,1,172,281,1
4.0,8,4.0,27,1,1,23,47,1
2.0,8,3.7,25,1,1,58,112,1
3.0,8,3.8,30,1,1,23,47,1
2.0,6,3.5,22,1,1,19,40,1
3.0,8,3.1,22,1,1,23,47,1
2.0,1,0.2,28,1,1,23,47,0
2.0,8,3.3,22,1,1,23,47,1
2.0,8,3.1,25,1,1,102,179,1
3.0,3,4.4,23,1,1,23,47,1
3.0,8,3.8,21,1,1,23,272,1
2.0,8,4.7,29,1,1,70,47,1
3.0,8,4.2,23,1,0,23,47,1
2.0,8,4.2,24,1,1,23,194,1
5.0,2,2.1,27,1,1,161,272,1
3.0,8,4.1,23,1,0,23,47,1
3.0,8,4.0,22,1,1,23,47,1
3.0,8,3.1,30,1,1,23,47,1
3.0,8,4.4,21,1,0,23,47,1
2.0,2,3.0,31,1,1,23,47,0
3.0,8,4.1,30,1,0,23,47,1
4.0,8,3.9,27,1,1,23,47,1
1.0,8,4.4,20,1,0,23,272,1
1.0,8,4.3,25,1,1,23,47,1
2.0,8,4.4,26,1,1,102,179,1
1.0,1,0.5,25,1,1,23,47,1
2.0,7,3.1,35,1,1,46,82,1
3.0,2,3.4,26,1,1,23,47,0
4.0,8,3.7,27,1,1,23,137,1
2.0,7,2.7,25,1,1,23,47,1
2.0,8,4.0,27,1,0,17,47,1
1.0,8,4.2,31,1,1,139,244,1
1.0,2,4.6,25,1,1,23,47,1
1.0,2,3.7,25,1,1,23,283,1
3.0,7,3.2,22,1,1,23,47,1
3.0,7,3.6,23,1,1,23,37,1
3.0,7,4.4,26,1,1,23,47,1
2.0,7,4.4,27,1,1,23,47,1
3.0,2,2.0,24,1,1,23,96,1
1.0,7,3.9,28,1,1,70,43,1
1.0,8,4.4,23,1,0,23,37,1
3.0,8,4.4,21,1,1,23,47,1
3.0,8,3.7,22,1,1,70,190,1
3.0,8,4.7,20,1,1,23,47,1
2.0,7,3.3,26,1,1,23,83,0
3.0,8,4.0,28,1,1,17,37,1
2.0,8,4.2,23,1,1,23,47,1
2.0,8,4.5,23,1,0,23,47,1
3.0,8,4.3,22,1,1,23,47,1
1.0,4,2.5,28,1,1,23,47,1
6.0,8,4.5,20,1,0,23,47,1
3.0,8,3.9,25,1,1,23,47,1
2.0,8,4.0,21,1,1,139,244,1
3.0,8,4.3,28,1,0,23,51,1
4.0,8,4.2,20,1,1,23,47,1
1.0,8,3.6,27,1,1,23,47,1
2.0,8,4.0,22,1,1,23,47,1
2.0,7,3.4,24,1,1,172,292,1
3.0,8,4.4,29,1,1,23,47,1
4.0,6,2.0,25,1,1,23,47,1
4.0,8,3.9,22,1,1,23,47,1
3.0,6,4.0,22,1,1,23,47,1
2.0,8,0.0,27,1,1,23,47,1
3.0,2,2.9,25,1,1,23,47,1
2.0,8,4.4,22,1,0,172,47,1
1.0,8,4.2,27,1,1,18,38,1
6.0,8,4.3,25,1,1,23,47,1
1.0,4,1.2,23,1,1,139,256,1
2.0,8,4.6,22,1,1,23,47,1
2.0,7,3.7,22,1,1,23,47,0
2.0,8,4.5,26,1,1,23,190,1
5.0,2,3.9,24,1,1,23,47,0
3.0,8,4.5,22,1,1,23,47,1
2.0,8,3.9,25,1,1,139,244,1
2.0,4,2.4,27,1,1,23,117,1
3.0,8,4.6,40,1,1,23,34,1
3.0,1,3.3,23,1,1,23,47,1
3.0,2,2.5,27,1,1,23,47,1
2.0,8,3.7,21,1,1,23,47,1
3.0,8,4.3,36,1,1,23,47,1
3.0,8,4.1,26,1,1,23,47,1
2.0,8,4.4,27,1,1,132,233,1
3.0,8,4.1,21,1,1,23,47,1
2.0,8,4.4,22,1,1,43,47,1
1.0,8,3.9,22,1,1,23,47,1
2.0,6,2.5,28,1,1,37,67,1
2.0,8,4.2,24,1,1,23,47,1
3.0,6,3.4,25,1,0,23,47,1
3.0,5,3.2,23,1,1,23,55,0
3.0,8,4.1,24,1,1,23,47,1
2.0,8,4.2,24,1,0,23,47,1
4.0,8,4.2,24,1,1,23,47,1
1.0,8,4.6,22,1,0,104,181,1
3.0,8,4.8,32,1,1,23,47,1
3.0,6,3.5,30,1,1,172,47,1
4.0,8,3.1,23,1,1,102,179,0
2.0,8,3.7,24,1,1,171,56,1
3.0,8,4.0,23,1,1,23,47,1
3.0,2,1.1,24,1,1,23,47,1
3.0,8,4.6,33,1,1,23,47,1
2.0,2,3.0,23,1,1,167,283,0
3.0,8,4.4,25,1,1,23,169,1
2.0,8,4.8,21,1,1,107,190,1
3.0,8,4.1,31,1,1,23,47,1
2.0,8,4.1,22,1,1,70,126,1
3.0,1,0.6,26,1,1,23,47,1
1.0,8,4.0,23,1,1,23,47,1
3.0,8,4.5,24,1,1,23,47,1
3.0,8,3.2,24,1,1,23,47,1
2.0,8,3.6,26,1,1,23,47,1
3.0,8,3.9,22,1,1,111,194,1
3.0,3,4.5,26,1,1,102,179,1
1.0,6,0.4,22,1,0,23,47,1
2.0,6,2.8,21,1,1,139,244,1
3.0,8,3.5,22,1,1,23,34,1
2.0,2,2.9,27,1,1,100,176,1
5.0,5,2.5,28,1,1,23,26,1
5.0,8,4.1,32,1,1,23,156,1
2.0,8,4.2,21,1,1,172,47,1
2.0,8,4.3,22,1,1,172,42,1
1.0,6,2.1,22,1,1,80,138,1
1.0,3,3.9,26,1,1,23,47,1
2.0,8,4.0,29,1,1,174,47,1
3.0,8,4.2,21,1,1,23,47,1
2.0,7,3.9,32,1,1,23,149,1
3.0,8,3.3,21,1,1,23,47,1
1.0,7,3.5,23,1,1,37,47,1
2.0,8,4.4,20,1,1,46,179,1
1.0,8,4.2,24,1,1,23,47,1
2.0,8,4.1,22,1,1,111,194,1
2.0,8,4.5,22,1,0,23,47,1
2.0,8,4.4,22,1,0,23,47,1
3.0,8,3.8,23,1,1,23,34,1
2.0,8,3.0,22,1,1,23,47,1
1.0,6,3.0,32,1,1,23,47,1
2.0,8,4.3,26,1,1,102,206,1
2.0,8,4.5,22,1,0,172,292,1
3.0,8,4.3,25,1,1,23,210,1
6.0,6,4.2,29,1,1,23,47,1
3.0,2,4.5,24,1,1,139,156,1
3.0,8,3.7,23,1,1,23,47,1
2.0,8,4.6,20,1,1,23,47,1
4.0,8,4.0,21,1,1,23,47,1
2.0,1,2.5,23,1,1,23,15,1
2.0,8,4.5,23,1,1,23,47,1
2.0,8,4.2,21,1,0,23,47,1
1.0,8,3.0,25,1,1,139,244,1
2.0,8,4.9,25,1,1,23,47,1
3.0,8,4.5,25,1,0,23,47,1
3.0,8,4.6,36,1,1,23,47,1
5.0,8,4.7,27,1,1,160,271,1
5.0,8,4.6,24,1,1,23,272,1
3.0,8,4.4,24,1,1,19,40,1
1.0,8,4.3,23,1,0,23,47,1
3.0,8,4.5,23,1,1,23,47,1
2.0,2,2.1,24,1,0,70,47,1
2.0,6,3.1,23,1,1,139,244,1
1.0,8,3.8,26,1,1,139,286,1
1.0,8,3.1,23,1,1,23,47,1
1.0,8,4.0,24,1,1,23,47,1
2.0,3,3.6,21,1,1,102,179,1
3.0,8,4.5,37,1,1,23,47,1
3.0,2,1.1,21,1,0,23,47,1
2.0,8,4.1,23,1,1,23,47,1
3.0,7,3.5,22,1,1,111,194,1
2.0,6,4.1,23,1,1,23,47,1
3.0,8,4.1,22,1,0,23,215,1
2.0,8,4.2,25,1,0,23,26,1
2.0,8,3.1,21,1,1,23,47,1
2.0,8,4.2,22,1,1,37,67,1
3.0,5,3.2,25,1,1,70,205,0
3.0,4,3.4,22,1,1,23,47,0
4.0,8,4.0,26,1,1,23,47,1
4.0,8,4.1,23,1,1,23,47,1
4.0,8,3.8,22,1,1,23,47,1
3.0,8,3.9,23,1,1,23,265,1
4.0,8,4.2,21,1,1,23,190,1
5.0,8,4.3,24,1,1,23,47,1
3.0,1,3.3,27,1,1,23,138,1
2.0,8,3.9,22,1,1,157,244,1
2.0,1,2.4,21,1,0,139,244,1
3.0,8,4.2,24,1,1,45,79,1
2.0,3,2.9,26,1,0,23,47,1
3.0,1,2.9,23,1,1,23,47,1
2.0,1,1.6,21,1,1,23,47,1
1.0,7,3.8,22,1,0,25,49,1
5.0,2,0.6,22,1,1,23,47,1
2.0,8,4.7,28,1,1,23,47,1
2.0,8,4.7,20,1,1,139,47,1
4.0,8,4.4,26,1,1,23,47,1
2.0,8,4.0,23,1,1,23,47,1
5.0,8,4.5,21,1,1,23,47,1
2.0,8,3.6,24,1,0,23,47,1
1.0,6,4.4,26,1,1,172,47,1
3.0,5,0.7,23,1,1,139,244,0
2.0,8,3.6,25,1,1,23,47,1
3.0,8,4.4,21,1,1,26,156,1
2.0,8,4.3,20,1,1,102,47,1
2.0,8,4.3,24,1,1,23,47,1
2.0,8,4.3,22,1,1,23,47,1
2.0,8,3.0,23,1,1,110,190,1
2.0,8,4.7,21,1,0,174,47,1
2.0,8,4.2,25,1,1,23,86,1
3.0,8,4.1,25,1,1,23,47,1
3.0,8,4.6,24,1,1,23,47,1
4.0,5,3.0,20,1,1,23,47,1
3.0,8,4.6,22,1,1,23,47,1
4.0,8,4.2,26,1,1,23,47,1
2.0,8,4.6,24,1,1,23,37,1
5.0,8,4.1,25,1,1,23,47,1
3.0,8,3.9,27,1,1,23,47,1
2.0,8,4.2,22,1,1,139,244,1
3.0,8,4.4,22,1,1,23,47,1
3.0,8,3.3,24,1,1,23,47,1
2.0,8,4.5,23,1,1,58,112,1
5.0,6,3.2,21,1,1,23,47,0
3.0,8,3.9,21,1,1,23,47,0
3.0,2,3.3,22,1,1,23,47,0
2.0,8,4.4,22,1,1,139,244,1
2.0,8,4.6,24,1,1,23,47,1
3.0,7,3.7,20,1,0,23,47,0
3.0,8,3.9,20,1,1,70,126,1
3.0,8,4.4,21,1,1,23,293,1
1.0,8,4.3,32,1,1,23,34,1
2.0,8,4.5,20,1,1,23,47,1
4.0,8,4.4,22,1,1,23,47,1
2.0,8,3.7,22,1,1,23,47,1
2.0,1,1.8,21,1,1,23,135,0
2.0,8,4.9,23,1,1,23,47,1
3.0,1,2.6,28,1,1,23,34,1
1.0,8,4.4,21,1,1,25,49,1
3.0,4,3.8,24,1,0,23,47,1
3.0,8,4.1,27,1,1,23,47,1
5.0,8,4.5,29,1,1,23,249,1
2.0,6,1.6,23,1,1,23,34,1
3.0,8,3.8,23,1,1,23,25,1
3.0,8,4.0,25,1,0,23,47,1
5.0,8,3.1,23,1,0,23,47,1
2.0,8,4.5,21,1,0,139,47,1
2.0,8,4.2,22,1,0,23,47,1
1.0,8,4.5,21,1,0,157,268,1
2.0,2,2.8,25,1,1,70,47,1
2.0,8,4.2,26,1,0,23,47,1
3.0,2,4.4,21,1,1,172,47,1
2.0,8,4.3,26,1,1,23,47,1
2.0,2,0.7,24,1,1,23,130,1
1.0,8,3.8,21,1,1,80,137,1
3.0,8,4.6,21,1,1,160,271,1
3.0,7,4.5,21,1,1,19,40,1
3.0,8,4.0,29,1,1,23,34,1
1.0,8,4.3,22,1,1,139,244,1
2.0,7,4.4,21,1,1,58,47,1
3.0,8,3.9,22,1,0,23,47,1
1.0,6,3.4,30,1,1,161,272,1
2.0,8,3.9,22,1,1,46,82,1
1.0,8,4.1,20,1,1,160,271,1
2.0,2,4.7,22,1,1,172,292,1
2.0,8,4.6,26,1,1,51,97,1
3.0,7,2.0,26,1,0,23,47,1
1.0,8,3.9,24,1,1,22,244,1
1.0,8,4.3,26,1,0,23,81,1
3.0,8,4.4,27,1,1,23,47,1
1.0,8,4.4,30,1,1,70,126,1
4.0,8,3.8,24,1,1,23,47,1
2.0,8,4.3,26,1,1,23,61,1
2.0,8,4.6,21,1,1,19,40,1
1.0,8,3.9,25,1,1,18,38,1
3.0,8,4.6,23,1,1,23,47,1
3.0,8,3.5,27,1,1,23,47,1
2.0,8,4.2,22,1,1,66,121,1
4.0,6,1.2,21,1,1,23,47,1
4.0,8,4.6,28,1,0,23,47,1
5.0,1,2.6,29,1,1,23,47,1
3.0,3,3.9,22,1,1,23,47,1
2.0,8,4.2,25,1,1,172,292,1
4.0,8,4.0,29,1,1,23,40,1
2.0,5,2.4,25,1,1,161,272,1
5.0,8,3.8,22,1,1,23,47,1
5.0,8,3.9,22,1,1,23,47,1
1.0,1,1.4,21,1,1,80,138,1
2.0,8,3.5,26,1,1,23,47,1
2.0,8,3.8,27,1,1,26,51,1
1.0,8,4.0,22,1,1,26,47,1
2.0,8,4.9,39,1,1,23,47,1
1.0,8,4.2,23,1,1,25,49,1
3.0,8,4.6,31,1,1,172,292,1
3.0,8,4.3,40,1,1,23,47,1
3.0,8,4.0,25,1,1,23,47,1
3.0,8,3.6,26,1,1,23,47,1
1.0,8,4.1,23,1,1,26,51,1
2.0,8,4.4,23,1,0,23,47,1
1.0,8,4.6,23,1,1,23,272,1
2.0,8,4.5,36,1,0,23,173,1
3.0,8,4.0,29,1,0,23,47,1
2.0,8,4.6,46,1,0,23,47,1
1.0,8,4.5,26,1,0,23,47,0
1.0,8,4.6,20,1,0,139,244,1
1.0,3,4.0,23,1,1,139,244,1
2.0,6,4.2,39,1,0,110,37,1
2.0,4,2.0,42,1,1,23,37,1
1.0,3,2.5,22,1,1,23,47,1
2.0,8,4.6,34,1,1,23,47,1
2.0,8,3.3,22,1,0,23,47,1
4.0,8,4.4,33,1,1,70,47,1
1.0,6,3.1,28,1,0,23,14,1
1.0,7,4.5,23,1,1,26,51,1
5.0,8,4.6,22,1,1,23,47,1
1.0,8,4.5,22,1,0,59,49,1
2.0,2,3.9,21,1,1,23,47,0
3.0,8,4.4,24,1,0,23,47,1
2.0,8,4.7,23,1,1,102,179,1
2.0,8,4.7,25,1,1,23,47,1
3.0,3,3.5,32,1,1,70,47,1
3.0,8,3.1,23,1,1,23,47,1
3.0,8,4.5,20,1,1,23,47,1
2.0,8,4.7,26,1,1,23,47,1
5.0,7,0.9,24,1,1,23,47,1
2.0,8,4.3,26,1,1,139,244,1
3.0,8,4.5,22,1,0,63,119,1
3.0,8,4.4,22,1,0,23,47,1
4.0,8,4.6,26,1,1,23,47,1
1.0,8,4.5,26,1,1,23,47,1
3.0,7,3.4,23,1,1,23,47,1
3.0,1,2.3,25,1,1,70,47,0
2.0,8,4.6,21,1,0,23,47,1
1.0,6,2.7,30,1,1,23,47,1
2.0,8,4.3,24,1,0,23,37,1
2.0,7,1.4,27,1,1,70,47,1
1.0,6,1.3,35,1,1,172,292,1
2.0,8,4.7,24,1,0,23,47,1
1.0,8,3.8,22,1,0,23,109,1
3.0,8,4.1,24,1,0,51,97,1
1.0,8,4.2,24,1,1,23,272,1
2.0,8,4.0,25,1,0,58,47,1
3.0,2,3.7,22,1,0,23,47,0
4.0,3,2.8,23,1,1,23,47,1
3.0,8,4.0,22,1,1,23,224,1
1.0,4,3.8,21,1,1,139,244,1
4.0,3,3.3,23,1,1,160,271,1
2.0,8,4.3,25,1,0,23,47,1
1.0,1,3.6,24,1,1,23,260,1
2.0,8,4.5,21,1,1,70,126,1
3.0,8,3.8,22,1,1,70,126,1
1.0,8,4.2,21,1,1,102,179,1
3.0,8,3.1,25,1,1,23,47,1
2.0,8,3.8,28,1,1,70,126,1
5.0,8,4.7,25,1,1,23,47,1
2.0,5,1.3,21,1,1,23,47,1
3.0,1,1.7,23,1,1,23,47,0
1.0,8,3.1,25,1,1,23,37,1
1.0,2,0.7,19,1,1,23,47,1
2.0,4,3.5,30,1,1,110,190,1
2.0,8,4.4,22,1,1,102,179,1
2.0,4,3.0,25,1,1,23,47,0
2.0,2,2.6,23,1,1,79,137,1
3.0,8,3.9,28,1,1,23,34,1
3.0,8,3.5,23,1,1,23,47,1
3.0,8,4.6,25,1,1,23,47,1
2.0,8,4.4,30,1,1,57,107,1
3.0,8,4.6,34,1,1,23,47,1
2.0,8,4.0,22,1,1,23,181,1
4.0,8,4.3,22,1,1,23,70,1
2.0,8,4.2,25,1,1,23,47,1
3.0,1,2.3,25,1,1,102,271,0
3.0,8,4.5,25,1,1,102,179,1
3.0,8,4.6,21,1,1,23,47,1
4.0,8,4.4,22,1,1,102,179,1
3.0,8,4.7,21,1,1,26,47,1
2.0,8,4.2,22,1,1,89,161,1
3.0,8,3.0,22,1,1,23,47,1
3.0,8,4.3,21,1,1,23,47,1
4.0,8,3.0,23,1,1,23,47,1
2.0,8,4.3,20,1,1,23,47,1
2.0,8,4.6,22,1,1,111,194,1
2.0,8,4.2,27,1,1,160,147,1
1.0,8,4.0,29,1,1,60,115,1
2.0,8,3.8,25,1,1,139,244,1
3.0,6,5.0,24,1,1,23,47,1
2.0,5,2.5,21,1,1,37,67,1
2.0,6,3.0,27,1,1,23,47,1
1.0,8,4.1,26,1,1,139,244,1
3.0,2,0.1,26,1,1,23,47,1
3.0,2,4.6,23,1,1,23,47,1
1.0,6,3.7,38,1,1,23,162,1
1.0,8,4.1,27,1,1,70,126,1
2.0,8,4.5,31,1,1,23,47,1
1.0,8,4.4,21,1,1,23,47,1
2.0,8,4.4,23,1,1,23,47,1
1.0,8,3.8,24,1,1,23,47,1
3.0,6,1.7,20,1,1,23,47,1
3.0,8,3.1,22,1,1,171,291,1
2.0,8,3.9,23,1,1,23,47,1
3.0,2,1.4,21,1,1,23,47,1
2.0,8,4.0,26,1,1,102,179,1
3.0,8,4.6,26,1,1,23,47,1
1.0,8,4.6,25,1,1,23,234,1
4.0,8,3.9,26,1,1,23,47,1
3.0,8,4.2,21,1,1,23,37,1
3.0,8,4.3,25,1,1,23,47,1
2.0,8,4.3,27,1,1,23,47,1
2.0,4,1.3,21,1,0,23,34,1
3.0,8,4.6,20,1,0,102,179,1
3.0,8,4.3,33,1,1,23,47,1
2.0,8,3.9,21,1,1,23,265,1
2.0,8,4.0,23,1,1,160,144,1
1.0,8,4.1,38,1,0,23,47,1
2.0,8,3.9,22,1,1,23,47,1
3.0,1,1.5,20,1,1,102,179,1
1.0,4,2.3,23,1,1,139,244,1
3.0,7,4.3,21,1,1,102,179,1
1.0,2,1.5,22,1,1,70,126,1
2.0,2,2.6,20,1,1,70,47,1
2.0,7,3.5,24,1,1,125,219,1
1.0,2,3.6,25,1,0,25,49,1
3.0,2,2.3,27,1,1,70,126,0
2.0,7,1.4,21,1,1,81,141,1
2.0,8,3.3,25,1,1,23,219,1
2.0,7,1.7,24,1,1,23,47,1
3.0,8,4.4,25,1,1,23,190,1
2.0,8,4.7,22,1,0,102,179,1
4.0,7,4.0,25,1,1,23,47,1
1.0,4,1.6,23,1,1,129,227,1
1.0,8,4.2,24,1,0,23,47,1
4.0,8,4.3,24,1,1,23,47,1
5.0,8,3.4,27,1,0,23,47,1
3.0,5,0.6,40,1,1,23,47,1
4.0,8,4.1,22,1,1,23,47,1
5.0,2,0.8,30,1,1,23,47,1
3.0,8,4.5,21,1,1,23,47,1
1.0,8,4.3,23,1,1,140,245,1
2.0,5,2.9,19,1,1,23,47,1
2.0,7,0.0,24,1,1,23,47,0
2.0,1,2.6,24,1,1,23,47,0
3.0,8,4.6,20,1,0,23,92,1
1.0,8,4.3,26,1,1,23,76,1
2.0,8,4.2,26,1,0,172,47,1
3.0,8,4.3,28,1,1,23,47,1
3.0,7,3.3,24,1,1,23,37,1
4.0,2,1.2,22,1,1,23,47,1
2.0,8,4.4,22,1,1,70,126,1
1.0,1,0.3,28,1,1,23,47,1
2.0,8,4.2,22,1,1,16,35,1
3.0,8,4.1,23,1,1,23,47,1
2.0,8,4.4,25,1,1,46,82,1
1.0,1,2.8,31,1,1,23,47,1
3.0,8,4.5,28,1,0,23,249,1
4.0,5,0.4,22,1,1,23,47,1
1.0,8,4.1,24,1,0,173,293,1
3.0,1,1.9,21,1,0,23,47,1
2.0,8,4.3,30,1,1,23,47,1
3.0,8,4.5,24,1,1,139,244,1
2.0,7,3.9,28,1,1,23,47,1
3.0,8,3.4,29,1,1,23,177,0
2.0,8,4.2,27,1,1,102,179,1
2.0,8,4.5,23,1,1,43,47,1
4.0,2,0.9,23,1,1,23,22,1
2.0,2,2.5,29,1,1,23,47,1
2.0,4,3.3,31,1,1,37,67,1
2.0,8,4.3,23,1,1,26,47,1
2.0,8,4.6,25,1,1,102,47,1
2.0,2,2.8,23,1,1,23,47,1
3.0,3,3.1,20,1,1,70,156,1
4.0,8,4.4,20,1,1,23,47,1
1.0,4,1.7,26,1,1,174,181,0
3.0,8,4.5,26,1,1,23,47,1
2.0,8,4.2,21,1,1,102,47,1
3.0,8,4.5,30,1,1,123,214,1
2.0,7,3.5,24,1,1,139,244,1
2.0,3,3.9,29,1,1,23,47,1
2.0,1,2.4,20,1,1,23,271,1
2.0,8,4.7,27,1,1,23,47,1
2.0,7,3.3,26,1,1,51,97,1
1.0,8,4.4,23,1,1,23,47,1
3.0,8,4.4,23,1,0,23,47,1
2.0,1,3.4,22,1,0,102,179,0
3.0,4,1.4,24,1,1,23,47,1
4.0,4,2.9,20,1,0,23,47,0
4.0,8,4.7,23,1,1,23,47,1
2.0,8,4.6,22,1,0,23,47,1
3.0,8,4.6,21,1,1,23,34,1
3.0,8,4.6,22,1,0,102,179,1
2.0,1,2.7,29,1,1,26,47,1
2.0,5,2.9,22,1,1,23,47,0
3.0,8,4.3,34,1,1,23,47,1
2.0,1,3.7,21,1,0,23,47,0
5.0,8,4.1,22,1,1,23,47,1
4.0,8,3.9,22,1,0,23,47,1
6.0,8,4.3,23,1,1,23,47,1
4.0,8,4.5,22,1,0,23,47,1
1.0,7,2.5,36,1,1,161,192,1
3.0,8,3.8,25,1,1,23,47,1
2.0,8,4.3,24,1,1,23,78,1
2.0,8,4.5,20,1,1,65,120,1
1.0,4,4.1,27,1,1,164,281,1
3.0,8,4.8,21,1,1,104,181,1
2.0,8,4.1,21,1,1,23,47,1
1.0,8,4.5,21,1,1,43,76,1
2.0,8,4.0,21,1,1,19,40,1
2.0,8,4.5,21,1,1,19,40,1
4.0,8,4.5,23,1,1,23,47,1
1.0,8,4.5,22,1,1,23,47,1
2.0,8,4.2,20,1,1,107,186,1
2.0,8,4.6,21,1,1,82,143,1
1.0,8,4.5,22,1,1,172,292,1
1.0,8,4.5,27,1,1,23,47,1
3.0,8,4.7,22,1,1,23,47,1
3.0,8,4.0,22,1,1,102,179,1
3.0,3,2.4,20,1,1,23,47,1
4.0,8,4.2,23,1,1,23,47,1
3.0,3,2.7,19,1,1,23,47,1
1.0,8,4.2,22,1,1,23,47,1
3.0,8,4.4,22,1,1,23,69,1
2.0,8,4.4,24,1,0,58,40,1
2.0,8,4.0,20,1,1,102,179,1
4.0,7,1.8,25,1,1,23,47,1
3.0,8,4.4,23,1,1,23,47,1
3.0,8,4.9,20,1,0,23,47,1
1.0,8,4.5,22,1,1,55,105,1
2.0,8,4.0,22,1,1,110,190,1
4.0,6,2.2,21,1,1,23,47,1
4.0,5,2.6,20,1,1,23,47,1
2.0,3,3.7,25,1,0,23,47,0
1.0,8,4.5,23,1,0,23,269,1
3.0,8,4.4,21,1,1,102,179,1
3.0,8,4.3,23,1,1,148,257,1
3.0,8,4.7,23,1,1,23,47,1
1.0,8,4.5,23,1,1,102,37,1
2.0,8,4.1,22,1,1,23,47,1
3.0,8,3.8,26,1,1,23,47,1
2.0,3,2.7,23,1,1,102,47,0
3.0,8,4.6,28,1,1,23,47,1
3.0,8,4.4,22,1,0,102,34,1
5.0,8,4.6,25,1,1,23,47,1
3.0,3,3.0,20,1,1,23,47,1
2.0,8,4.6,29,1,1,23,47,1
2.0,8,4.4,20,1,1,23,111,1
3.0,8,4.3,25,1,0,23,47,1
1.0,8,4.7,23,1,1,43,47,1
3.0,8,4.8,26,1,1,104,181,1
1.0,7,3.0,26,1,1,133,234,1
3.0,8,4.1,24,1,1,18,47,0
1.0,6,1.9,21,1,1,23,47,1
2.0,8,4.3,21,1,1,23,47,1
1.0,8,4.4,26,1,0,23,117,1
3.0,8,4.5,24,1,0,111,194,1
3.0,8,4.7,24,1,1,23,47,1
2.0,2,3.1,22,1,1,23,47,0
2.0,8,4.4,26,1,1,23,98,1
2.0,4,1.3,19,1,1,139,244,1
5.0,6,3.1,24,1,1,23,47,1
1.0,8,4.4,27,1,1,46,82,1
2.0,8,4.4,26,1,0,26,51,1
2.0,8,4.5,21,1,0,23,47,1
3.0,3,2.9,27,1,1,79,47,0
5.0,3,2.2,20,1,1,23,47,1
5.0,8,4.7,30,1,1,23,47,1
3.0,8,3.8,31,1,1,51,97,1
2.0,8,4.6,24,1,0,23,47,1
3.0,8,4.5,28,1,1,23,47,1
1.0,8,4.0,21,1,1,90,162,1
2.0,8,4.2,25,1,0,23,37,1
1.0,8,4.4,23,1,0,51,97,1
2.0,8,4.4,21,1,1,23,47,1
2.0,8,4.3,26,1,0,23,47,0
2.0,5,3.1,25,1,1,25,49,0
1.0,8,3.6,24,1,1,23,47,1
2.0,3,0.9,21,1,1,70,47,1
2.0,3,2.1,20,1,1,117,205,0
5.0,2,2.0,19,1,1,23,47,1
2.0,8,4.2,26,1,1,23,117,1
2.0,2,1.3,21,1,0,23,47,1
1.0,7,3.7,27,1,1,23,47,1
3.0,4,2.5,21,1,1,23,47,0
3.0,8,4.5,21,1,0,23,185,1
4.0,8,4.4,24,1,0,70,47,1
3.0,8,4.4,23,1,1,23,34,1
2.0,4,2.9,21,1,1,23,47,1
1.0,3,2.9,21,1,1,46,82,1
3.0,8,4.8,22,1,1,23,47,1
1.0,5,3.6,21,1,1,23,47,1
4.0,7,4.5,28,1,1,23,47,0
3.0,8,4.1,23,1,1,102,179,1
2.0,8,4.5,24,1,0,23,47,1
2.0,8,5.0,30,1,1,70,126,1
1.0,1,2.6,21,1,1,23,47,1
3.0,6,5.0,27,1,1,46,82,1
4.0,8,4.1,26,1,1,23,47,1
6.0,3,0.9,28,1,1,23,47,1
2.0,8,4.4,28,1,1,23,47,1
2.0,8,4.2,24,1,1,23,219,1
5.0,7,4.7,34,1,1,23,108,1
3.0,8,4.5,30,1,0,23,47,1
2.0,8,4.0,25,1,0,23,47,1
2.0,3,1.7,20,1,1,111,194,1
3.0,8,4.6,23,1,0,23,249,1
2.0,8,4.1,25,1,1,51,47,1
2.0,8,4.5,25,1,0,23,47,1
3.0,8,4.0,33,1,1,23,36,1
1.0,8,4.1,26,1,1,172,47,1
3.0,6,2.8,29,1,1,23,47,1
3.0,8,4.3,24,1,1,23,47,1
1.0,8,4.4,23,1,0,23,47,1
3.0,8,4.0,22,1,0,23,47,1
4.0,8,4.3,23,1,1,23,47,1
1.0,3,1.1,38,1,0,102,179,1
4.0,8,4.7,25,1,1,23,47,1
